ID,Site,num_inoculated_wells,positive_well_med,positive_well_95pc_low,positive_well_95pc_high,taxon_positive_med,taxon_positive_95pc_low,taxon_positive_95pc_high,pure_well_med,pure_well_95pc_low,pure_well_95pc_high,taxon_pure_med,taxon_pure_95pc_low,taxon_pure_95pc_high
2812,CJ2,460,398.0,383.0,411.0,0.0,0.0,0.049999999999954525,124.0,105.0,143.0,0.0,0.0,0.0
2812,CJ3,460,398.0,382.0,412.0,0.0,0.0,0.0,125.0,106.95,143.0,0.0,0.0,0.0
2812,FWC,460,397.0,383.0,411.0,0.0,0.0,1.0,124.0,105.0,143.0,0.0,0.0,0.0
2812,FWC2,460,398.0,383.0,412.0,0.0,0.0,0.0,125.0,106.0,143.0,0.0,0.0,0.0
2812,FWC3,460,397.0,383.0,412.0,0.0,0.0,1.0,124.0,105.95,143.04999999999995,0.0,0.0,0.0
2812,JLB,460,396.0,379.0,410.0,0.0,0.0,0.0,127.0,108.0,146.0,0.0,0.0,0.0
2812,JLB2c,460,398.0,383.0,413.0,2.0,0.0,4.0,124.0,106.0,143.0,0.0,0.0,1.0
2812,JLB3,460,398.0,383.0,411.0,7.0,3.0,13.0,125.0,106.0,144.04999999999995,1.0,0.0,3.0499999999999545
2812,LKB,460,398.0,383.0,411.0,1.0,0.0,3.0,125.0,107.0,142.0,0.0,0.0,1.0
2812,LKB2,460,398.0,382.0,411.04999999999995,0.0,0.0,0.0,124.0,105.0,143.0,0.0,0.0,0.0
2812,LKB3,460,398.0,382.0,411.0,0.0,0.0,2.0,125.0,106.95,143.04999999999995,0.0,0.0,1.0
2812,Tbon2,460,397.0,382.95000000000005,411.0,0.0,0.0,0.0,124.0,105.95,143.0,0.0,0.0,0.0
2812,Tbon3,460,398.0,383.0,413.0,0.0,0.0,0.0,125.0,106.0,143.0,0.0,0.0,0.0
2825,ARD2c,460,398.0,383.0,413.0,1.0,0.0,4.0,124.0,105.0,144.0,0.0,0.0,1.0
2825,ARD3,460,399.0,384.0,413.0,1.0,0.0,4.0,125.0,106.95,143.0,0.0,0.0,1.0
2825,CJ,460,331.0,313.0,351.0,0.0,0.0,0.0,165.0,143.95,185.0,0.0,0.0,0.0
2825,CJ2,460,398.0,383.0,412.0,0.0,0.0,2.0,125.0,108.0,144.0,0.0,0.0,1.0
2825,CJ3,460,398.0,384.0,412.0,0.0,0.0,0.0,125.0,107.0,143.0,0.0,0.0,0.0
2825,FWC,460,398.0,384.0,412.04999999999995,0.0,0.0,1.0,125.0,107.0,144.0,0.0,0.0,0.0
2825,FWC2,460,397.0,382.0,412.0,0.0,0.0,1.0,124.0,107.0,145.0,0.0,0.0,0.0
2825,FWC3,460,398.0,383.0,412.0,0.0,0.0,1.0,125.0,106.0,142.0,0.0,0.0,0.0
2825,JLB,460,395.0,379.0,409.0,1.0,0.0,3.0,127.0,107.95,145.0,0.0,0.0,1.0
2825,JLB2c,460,398.0,384.0,413.0,3.0,0.0,7.0,124.0,107.0,143.04999999999995,0.0,0.0,2.0
2825,JLB3,460,398.0,381.0,412.0,5.0,1.0,10.0,124.0,107.0,143.0,1.0,0.0,3.0
2825,LKB,460,398.0,383.0,412.0,0.0,0.0,1.0,124.0,106.0,143.0,0.0,0.0,0.0
2825,LKB2,460,398.0,383.0,412.0,0.0,0.0,0.0,124.0,107.0,144.0,0.0,0.0,0.0
2825,LKB3,460,398.0,383.0,411.0,0.0,0.0,2.0,125.0,107.0,142.0,0.0,0.0,1.0
2825,Tbon2,460,398.0,383.0,412.0,0.0,0.0,0.0,125.0,105.95,143.04999999999995,0.0,0.0,0.0
2825,Tbon3,460,398.0,382.0,412.0,0.0,0.0,0.0,124.0,106.0,144.04999999999995,0.0,0.0,0.0
2828,ARD2c,460,398.0,383.0,412.04999999999995,0.0,0.0,1.0,124.0,105.95,143.0,0.0,0.0,0.0
2828,ARD3,460,398.0,383.0,412.0,0.0,0.0,2.0,124.0,106.0,142.0,0.0,0.0,1.0
2828,CJ,460,330.0,311.0,350.0,0.0,0.0,0.0,163.0,144.0,185.0,0.0,0.0,0.0
2828,CJ2,460,398.0,384.0,411.0,0.0,0.0,1.0,124.0,105.0,143.0,0.0,0.0,1.0
2828,CJ3,460,398.0,382.0,411.0,0.0,0.0,0.0,124.0,107.0,142.0,0.0,0.0,0.0
2828,FWC,460,398.0,382.0,411.0,0.0,0.0,0.0,125.0,105.0,144.0,0.0,0.0,0.0
2828,FWC2,460,398.0,383.0,412.0,0.0,0.0,0.0,124.0,105.0,142.04999999999995,0.0,0.0,0.0
2828,FWC3,460,398.0,383.0,412.0,0.0,0.0,1.0,125.0,105.0,144.0,0.0,0.0,0.0
2828,JLB,460,395.0,380.0,410.0,0.0,0.0,2.0,126.0,109.0,145.0,0.0,0.0,1.0
2828,JLB2c,460,398.0,383.0,412.0,1.0,0.0,3.0,124.0,106.0,141.0,0.0,0.0,1.0
2828,JLB3,460,398.0,384.0,412.0,3.0,0.0,7.0,125.0,106.0,143.04999999999995,0.0,0.0,2.0
2828,LKB,460,398.0,382.95000000000005,412.0,0.0,0.0,0.0,125.0,107.0,142.04999999999995,0.0,0.0,0.0
2828,LKB2,460,398.0,383.0,411.0,0.0,0.0,0.0,124.0,106.0,143.0,0.0,0.0,0.0
2828,LKB3,460,398.0,383.0,412.0,0.0,0.0,1.0,125.0,105.0,145.0,0.0,0.0,0.0
2828,Tbon2,460,398.0,383.0,412.0,0.0,0.0,0.0,124.0,105.95,143.04999999999995,0.0,0.0,0.0
2828,Tbon3,460,398.0,382.0,412.0,0.0,0.0,0.0,124.0,106.0,143.04999999999995,0.0,0.0,0.0
5019,ARD2c,460,398.0,383.0,412.0,6.0,2.0,11.0,124.0,104.95,145.0,1.0,0.0,3.0
5019,ARD3,460,398.0,384.0,412.0,1.0,0.0,4.0,124.0,107.0,143.0,0.0,0.0,1.0
5019,CJ,460,331.0,310.95000000000005,350.0,0.0,0.0,0.0,165.0,145.0,185.04999999999995,0.0,0.0,0.0
5019,CJ2,460,398.0,384.0,413.0,0.0,0.0,0.0,125.0,105.0,144.0,0.0,0.0,0.0
5019,CJ3,460,398.0,382.95000000000005,412.0,0.0,0.0,0.0,124.0,106.0,143.0,0.0,0.0,0.0
5019,FWC,460,398.0,384.0,412.0,0.0,0.0,2.0,124.0,107.0,143.0,0.0,0.0,1.0
5019,FWC2,460,398.0,383.0,411.0,0.0,0.0,2.0,124.0,105.95,144.0,0.0,0.0,1.0
5019,FWC3,460,398.0,383.0,411.04999999999995,0.0,0.0,1.0,124.0,105.0,142.0,0.0,0.0,0.049999999999954525
5019,JLB,460,395.0,380.0,409.04999999999995,0.0,0.0,2.0,127.0,109.0,146.0,0.0,0.0,1.0
5019,JLB2c,460,398.0,384.0,411.04999999999995,2.0,0.0,5.0,124.0,106.95,142.0,0.0,0.0,1.0
5019,JLB3,460,398.0,383.0,413.0,2.0,0.0,6.0,124.0,105.0,143.0,0.0,0.0,2.0
5019,LKB,460,398.0,382.95000000000005,412.0,0.0,0.0,1.0,125.0,107.0,142.0,0.0,0.0,0.0
5019,LKB2,460,398.0,382.0,412.0,0.0,0.0,1.0,125.0,107.0,143.0,0.0,0.0,0.0
5019,LKB3,460,398.0,383.0,412.0,0.0,0.0,1.0,124.0,106.0,144.0,0.0,0.0,1.0
5019,Tbon2,460,398.0,383.0,412.0,0.0,0.0,0.0,124.0,107.0,143.0,0.0,0.0,0.0
5019,Tbon3,460,398.0,382.95000000000005,412.0,0.0,0.0,1.0,125.0,105.0,144.0,0.0,0.0,0.0
7731,ARD2c,460,398.0,381.0,410.04999999999995,1.0,0.0,3.0,124.0,104.95,143.0,0.0,0.0,1.0
7731,ARD3,460,398.0,383.0,412.04999999999995,8.0,3.0,15.0,124.0,105.0,144.0,1.0,0.0,4.0
7731,CJ,460,330.0,311.95,349.0,0.0,0.0,0.0,164.0,144.0,183.0,0.0,0.0,0.0
7731,CJ2,460,398.0,382.0,412.0,0.0,0.0,1.0,125.0,106.0,144.0,0.0,0.0,0.0
7731,CJ3,460,398.0,384.0,412.0,0.0,0.0,0.0,124.0,107.0,143.0,0.0,0.0,0.0
7731,FWC,460,398.0,384.0,411.0,3.0,0.0,6.0,125.0,106.0,143.0,0.0,0.0,2.0
7731,FWC2,460,398.0,383.95,412.0,2.0,0.0,5.0,125.0,106.0,144.0,0.0,0.0,2.0
7731,FWC3,460,398.0,384.0,413.0,0.0,0.0,2.0,125.0,105.0,143.0,0.0,0.0,1.0
7731,JLB,460,395.0,381.0,409.0,1.0,0.0,3.0,127.0,110.0,147.0,0.0,0.0,1.0
7731,JLB2c,460,398.0,384.0,412.0,10.0,5.0,17.0,124.0,109.0,143.0,1.0,0.0,4.0
7731,JLB3,460,398.0,384.0,412.0,13.0,7.0,21.0,124.0,106.0,143.0,2.0,0.0,5.0
7731,LKB,460,398.0,384.0,411.0,6.0,2.0,11.0,124.0,107.0,142.04999999999995,1.0,0.0,3.0
7731,LKB2,460,398.0,383.0,412.0,3.0,1.0,8.0,125.0,106.0,143.0,0.0,0.0,2.0
7731,LKB3,460,398.0,385.0,412.0,5.0,1.0,9.049999999999955,124.0,105.0,143.04999999999995,0.0,0.0,2.0
7731,Tbon2,460,398.0,383.95,412.0,0.0,0.0,0.0,124.0,106.0,144.0,0.0,0.0,0.0
7731,Tbon3,460,398.0,382.0,412.0,0.0,0.0,1.0499999999999545,124.0,106.0,143.0,0.0,0.0,1.0
2843,ARD2c,460,398.0,382.95000000000005,411.0,0.0,0.0,2.0,124.0,106.0,143.04999999999995,0.0,0.0,1.0
2843,ARD3,460,398.0,383.0,411.04999999999995,1.0,0.0,3.0,125.0,105.0,144.0,0.0,0.0,1.0
2843,CJ,460,331.0,313.95,348.0,0.0,0.0,0.0,163.0,145.0,184.0,0.0,0.0,0.0
2843,CJ2,460,398.0,383.0,412.0,0.0,0.0,0.0,125.0,107.0,144.0,0.0,0.0,0.0
2843,CJ3,460,398.0,383.0,412.0,0.0,0.0,0.0,125.0,106.0,144.0,0.0,0.0,0.0
2843,FWC,460,398.0,383.0,412.0,0.0,0.0,2.0,125.0,107.0,143.04999999999995,0.0,0.0,1.0
2843,FWC2,460,397.0,384.0,411.0,0.0,0.0,0.0,124.0,105.95,144.0,0.0,0.0,0.0
2843,FWC3,460,397.0,384.0,411.0,0.0,0.0,0.0,124.0,106.0,143.0,0.0,0.0,0.0
2843,JLB,460,395.0,381.0,409.0,0.0,0.0,0.0,127.0,108.95,144.0,0.0,0.0,0.0
2843,JLB2c,460,398.0,383.0,412.0,0.0,0.0,1.0,125.0,106.0,142.04999999999995,0.0,0.0,0.0
2843,JLB3,460,398.0,384.0,411.0,0.0,0.0,1.0,124.0,106.0,144.0,0.0,0.0,0.0
2843,LKB,460,398.0,384.0,411.04999999999995,0.0,0.0,0.0,124.0,104.95,142.0,0.0,0.0,0.0
2843,LKB2,460,398.0,382.95000000000005,412.04999999999995,0.0,0.0,0.0,124.0,105.0,143.0,0.0,0.0,0.0
2843,LKB3,460,398.0,384.0,412.0,0.0,0.0,0.0,125.0,107.0,146.0,0.0,0.0,0.0
2843,Tbon2,460,398.0,383.0,412.0,0.0,0.0,0.0,124.0,105.0,143.0,0.0,0.0,0.0
2843,Tbon3,460,397.0,382.95000000000005,412.0,0.0,0.0,0.0,125.0,108.0,143.0,0.0,0.0,0.0
5073,ARD2c,460,398.0,383.95,412.0,0.0,0.0,0.0,125.0,107.0,144.0,0.0,0.0,0.0
5073,ARD3,460,398.0,383.0,413.0,0.0,0.0,0.0,125.0,106.0,143.04999999999995,0.0,0.0,0.0
5073,CJ,460,331.0,313.0,349.0,10.0,5.0,18.0,164.0,145.0,183.0,3.0,0.0,7.0
5073,CJ2,460,398.0,384.0,413.0,5.0,1.0,10.0,125.0,105.95,143.0,1.0,0.0,3.0
5073,CJ3,460,398.0,383.0,411.0,14.0,7.0,22.0,124.0,107.0,144.0,2.0,0.0,5.0
5073,FWC,460,398.0,383.0,412.0,0.0,0.0,1.0,125.0,107.0,143.0,0.0,0.0,0.0
5073,FWC2,460,398.0,383.0,412.0,20.0,12.0,29.049999999999955,124.0,108.0,145.0,3.0,0.0,7.0
5073,FWC3,460,398.0,383.0,412.04999999999995,6.0,2.0,11.0,125.0,106.95,145.0,1.0,0.0,3.0
5073,JLB,460,396.0,381.0,410.0,21.0,14.0,32.0,127.0,108.0,147.0,3.0,0.0,7.0
5073,JLB2c,460,398.0,384.0,412.0,0.0,0.0,1.0,124.0,106.0,145.0,0.0,0.0,0.0
5073,JLB3,460,398.0,383.0,412.0,6.0,2.0,11.0,125.0,107.0,143.0,1.0,0.0,3.0
5073,LKB,460,398.0,383.0,411.0,0.0,0.0,0.0,125.0,105.0,143.0,0.0,0.0,0.0
5073,LKB2,460,398.0,383.0,411.0,0.0,0.0,0.0,124.0,106.0,144.0,0.0,0.0,0.0
5073,LKB3,460,397.0,382.95000000000005,411.0,0.0,0.0,0.0,125.0,106.0,143.0,0.0,0.0,0.0
5073,Tbon2,460,397.0,382.0,411.0,3.0,0.0,8.0,124.0,105.0,143.0,0.0,0.0,2.0
5073,Tbon3,460,398.0,384.0,411.04999999999995,17.0,10.0,25.0,125.0,105.0,143.04999999999995,2.0,0.0,6.0
6516,ARD2c,460,399.0,383.0,412.0,0.0,0.0,0.0,124.0,106.0,145.0,0.0,0.0,0.0
6516,ARD3,460,398.0,382.0,411.0,0.0,0.0,0.0,124.0,104.95,143.0,0.0,0.0,0.0
6516,CJ,460,330.0,312.0,349.0,5.0,2.0,11.0,164.0,144.0,183.04999999999995,1.0,0.0,4.0
6516,CJ2,460,398.0,384.0,412.0,4.0,1.0,8.0,124.0,106.0,141.0,0.0,0.0,2.0
6516,CJ3,460,397.0,383.95,411.0,9.0,4.0,16.0,124.0,104.95,143.04999999999995,1.0,0.0,4.0
6516,FWC,460,398.0,383.0,411.0,0.0,0.0,1.0,124.0,105.0,143.0,0.0,0.0,0.0
6516,FWC2,460,398.0,384.0,411.0,2.0,0.0,4.0,125.0,105.0,143.0,0.0,0.0,1.0
6516,FWC3,460,398.0,383.0,411.0,2.0,0.0,5.0,125.0,106.0,143.0,0.0,0.0,2.0
6516,JLB,460,395.0,378.0,409.0,7.0,2.0,12.049999999999955,128.0,109.0,146.04999999999995,1.0,0.0,3.0
6516,JLB2c,460,398.0,383.0,412.0,0.0,0.0,0.0,125.0,105.0,143.0,0.0,0.0,0.0
6516,JLB3,460,398.0,383.0,412.0,0.0,0.0,2.0,125.0,106.0,144.0,0.0,0.0,1.0
6516,LKB,460,398.0,384.0,413.0,0.0,0.0,0.0,125.0,106.0,142.04999999999995,0.0,0.0,0.0
6516,LKB2,460,399.0,383.0,412.0,0.0,0.0,0.0,125.0,106.0,145.0,0.0,0.0,0.0
6516,LKB3,460,398.0,382.95000000000005,412.0,0.0,0.0,0.0,124.0,106.95,143.04999999999995,0.0,0.0,0.0
6516,Tbon2,460,397.0,382.95000000000005,412.0,1.0,0.0,3.0,124.0,107.0,144.0,0.0,0.0,1.0
6516,Tbon3,460,398.0,384.0,411.0,2.0,0.0,6.0,125.0,107.0,144.0,0.0,0.0,2.0
7192,ARD2c,460,398.0,383.0,411.0,0.0,0.0,0.0,124.0,107.0,144.0,0.0,0.0,0.0
7192,ARD3,460,398.0,384.0,412.0,0.0,0.0,0.0,125.0,106.0,143.04999999999995,0.0,0.0,0.0
7192,CJ,460,331.0,312.0,349.0,1.0,0.0,3.0,164.0,144.0,183.0,0.0,0.0,2.0
7192,CJ2,460,398.0,384.0,412.0,0.0,0.0,1.0,125.0,106.0,144.0,0.0,0.0,1.0
7192,CJ3,460,398.0,383.0,411.0,0.0,0.0,2.0,125.0,105.95,143.0,0.0,0.0,1.0
7192,FWC,460,398.0,384.0,413.0,0.0,0.0,0.0,124.0,107.0,143.0,0.0,0.0,0.0
7192,FWC2,460,398.0,384.0,412.0,0.0,0.0,0.0,125.0,107.0,144.0,0.0,0.0,0.0
7192,FWC3,460,398.0,383.0,411.0,0.0,0.0,0.0,124.0,106.0,143.04999999999995,0.0,0.0,0.0
7192,JLB,460,395.0,380.0,409.0,0.0,0.0,0.0,127.0,109.0,145.04999999999995,0.0,0.0,0.0
7192,JLB2c,460,398.0,383.95,411.0,0.0,0.0,0.0,124.0,106.0,144.0,0.0,0.0,0.0
7192,JLB3,460,399.0,383.0,413.0,0.0,0.0,0.0,125.0,106.0,143.0,0.0,0.0,0.0
7192,LKB,460,398.0,383.0,411.04999999999995,0.0,0.0,0.0,125.0,106.0,145.0,0.0,0.0,0.0
7192,LKB2,460,398.0,382.0,412.0,0.0,0.0,0.0,124.0,106.0,144.0,0.0,0.0,0.0
7192,LKB3,460,398.0,382.0,412.0,0.0,0.0,0.0,125.0,107.0,144.0,0.0,0.0,0.0
7192,Tbon2,460,398.0,382.0,411.0,0.0,0.0,0.0,125.0,107.0,144.0,0.0,0.0,0.0
7192,Tbon3,460,398.0,382.0,413.0,0.0,0.0,1.0,125.0,106.0,144.0,0.0,0.0,0.0
7193,ARD2c,460,398.0,383.0,411.0,0.0,0.0,0.0,124.0,106.0,143.0,0.0,0.0,0.0
7193,ARD3,460,398.0,383.0,411.0,0.0,0.0,0.0,125.0,106.0,143.0,0.0,0.0,0.0
7193,CJ,460,331.0,311.95,349.0,0.0,0.0,2.0,164.0,144.0,184.0,0.0,0.0,1.0
7193,CJ2,460,399.0,384.0,411.0,1.0,0.0,3.0,124.0,107.0,142.04999999999995,0.0,0.0,1.0
7193,CJ3,460,398.0,384.0,412.0,1.0,0.0,4.0,125.0,108.0,144.0,0.0,0.0,1.0
7193,FWC,460,398.0,383.0,411.0,0.0,0.0,0.0,124.0,106.0,143.0,0.0,0.0,0.0
7193,FWC2,460,398.0,382.0,412.0,0.0,0.0,0.0,124.0,107.0,143.0,0.0,0.0,0.0
7193,FWC3,460,398.0,383.0,411.0,0.0,0.0,1.0,124.0,107.0,144.0,0.0,0.0,0.0
7193,JLB,460,395.0,381.0,410.0,0.0,0.0,0.0,127.0,109.0,146.0,0.0,0.0,0.0
7193,JLB2c,460,398.0,383.0,412.0,0.0,0.0,0.0,125.0,105.95,143.0,0.0,0.0,0.0
7193,JLB3,460,398.0,382.0,412.0,0.0,0.0,0.0,124.0,105.0,142.04999999999995,0.0,0.0,0.0
7193,LKB,460,398.0,382.0,413.0,0.0,0.0,0.0,124.0,106.0,143.04999999999995,0.0,0.0,0.0
7193,LKB2,460,397.0,382.0,412.0,0.0,0.0,0.0,124.0,105.0,143.0,0.0,0.0,0.0
7193,LKB3,460,398.0,383.0,412.0,0.0,0.0,0.0,125.0,105.95,144.0,0.0,0.0,0.0
