cells_per_well,relative_abundance,taxon_pure_med,taxon_pure_low,taxon_pure_high
10,0.77,1002.0,944.0,1062.0
10,0.78,1108.0,1047.0,1170.0
10,0.79,1224.0,1159.0,1288.0
10,0.8,1352.0,1284.0,1422.0
10,0.81,1494.0,1424.0,1566.0
10,0.8200000000000001,1653.0,1578.0,1726.0
10,0.8300000000000001,1827.0,1752.0,1903.0
10,0.84,2017.0,1940.0,2099.0
10,0.85,2231.0,2149.0,2312.0
10,0.86,2466.0,2382.0,2550.0
10,0.87,2724.0,2638.0,2815.0
10,0.88,3012.0,2920.0,3101.0
10,0.89,3328.0,3237.0,3420.0
10,0.9,3676.0,3582.0,3771.0
10,0.91,4064.0,3968.0,4160.0
10,0.92,4492.0,4394.0,4590.0
10,0.93,4965.0,4869.0,5066.0
10,0.9400000000000001,5487.0,5391.0,5586.0
10,0.9500000000000001,6064.0,5968.0,6161.0
10,0.96,6703.0,6611.0,6794.0
10,0.97,7408.0,7320.0,7494.0
10,0.98,8186.0,8110.95,8261.0
10,0.99,9047.0,8990.0,9105.0
10,1.0,9999.0,9997.0,9999.0
