ID,Site,cell_counts_per_ml,rel_abund,num_wells_inoculated,num_isolates,cells_per_well
5507,JLB,11000000,0,460,0,1.96
5507,JLB2c,3925000,0.000477247,460,0,2
5507,JLB3,14454000,0.000551508,460,0,2
5507,LKB,11700000,0,460,0,2
5507,LKB2,10508460,0,460,0,2
5507,LKB3,25500000,0.0000278,460,0,2
5507,Tbon2,28600000,0.000562461,460,0,2
5507,Tbon3,18200000,0.000642153,460,2,2
5512,ARD2c,1640000,0,460,0,2
5512,ARD3,9520000,0.0000831,460,0,2
5512,CJ,8920000,0.002446959,460,1,1.27
5512,CJ2,7730000,0.003828991,460,5,2
5512,CJ3,2720000,0.002287877,460,2,2
5512,FWC,6303128.794,0.001049759,460,0,2
5512,FWC2,610000,0.019533611,460,6,2
5512,FWC3,25500000,0.001996451,460,0,2
5512,JLB,11000000,0.006001076,460,2,1.96
5512,JLB2c,3925000,0.000533393,460,0,2
5512,JLB3,14454000,0.013874779,460,2,2
5512,LKB,11700000,0,460,0,2
5512,LKB2,10508460,0,460,0,2
5512,LKB3,25500000,0,460,0,2
5512,Tbon2,28600000,0.000646831,460,0,2
5512,Tbon3,18200000,0.001563503,460,1,2
1389,ARD2c,1640000,0,460,0,2
1389,ARD3,9520000,1.72E-03,460,0,2
1389,CJ,8920000,0.003392375,460,0,1.27
1389,CJ2,7730000,0.001209155,460,0,2
1389,CJ3,2720000,2.97E-03,460,2,2
1389,FWC,6303128.794,0.002489427,460,0,2
1389,FWC2,610000,0.01332994,460,0,2
1389,FWC3,25500000,0.005739796,460,0,2
1389,JLB,11000000,0.01825799,460,0,1.96
1389,JLB2c,3925000,5.05E-04,460,0,2
1389,JLB3,14454000,0.010914052,460,0,2
1389,LKB,11700000,0,460,0,2
1389,LKB2,10508460,0.0000837,460,0,2
1389,LKB3,25500000,0.000138858,460,0,2
1389,Tbon2,28600000,0.001631138,460,0,2
1389,Tbon3,18200000,0.003210766,460,5,2
6693,ARD2c,1640000,0,460,0,2
6693,ARD3,9520000,0.001108187,460,0,2
6693,CJ,8920000,1.81E-03,460,0,1.27
6693,CJ2,7730000,0.003253203,460,0,2
6693,CJ3,2720000,0.000621399,460,0,2
6693,FWC,6303128.794,0.001589634,460,0,2
6693,FWC2,610000,0.011834696,460,0,2
6693,FWC3,25500000,0.00255102,460,0,2
6693,JLB,11000000,0.004529114,460,0,1.96
6693,JLB2c,3925000,0.00067376,460,0,2
6693,JLB3,14454000,0.002641433,460,0,2
6693,LKB,11700000,0.0000279,460,0,2
6693,LKB2,10508460,0,460,0,2
6693,LKB3,25500000,0,460,0,2
6693,Tbon2,28600000,0.001040553,460,0,2
6693,Tbon3,18200000,0.001340146,460,1,2
7241,ARD2c,1640000,1.47E-04,460,0,2
7241,ARD3,9520000,0.034159856,460,0,2
7241,CJ,8920000,6.70E-03,460,0,1.27
7241,CJ2,7730000,1.50E-02,460,2,2
7241,CJ3,2720000,0.001722969,460,0,2
7241,FWC,6303128.794,3.68E-02,460,0,2
7241,FWC2,610000,9.13E-03,460,2,2
7241,FWC3,25500000,1.50E-02,460,0,2
7241,JLB,11000000,0.051462055,460,0,1.96
7241,JLB2c,3925000,0.028662867,460,2,2
7241,JLB3,14454000,0.025630606,460,0,2
7241,LKB,11700000,0.01975226,460,0,2
7241,LKB2,10508460,1.12E-02,460,2,2
7241,LKB3,25500000,2.27E-02,460,0,2
7241,Tbon2,28600000,0.013780303,460,0,2
7241,Tbon3,18200000,0.008599269,460,0,2
1505,ARD2c,1640000,0,460,0,2
1505,ARD3,9520000,0,460,0,2
1505,CJ,8920000,1.97E-03,460,1,1.27
1505,CJ2,7730000,0.003080466,460,0,2
1505,CJ3,2720000,0.005366625,460,1,2
1505,FWC,6303128.794,0.000329924,460,0,2
1505,FWC2,610000,0.002195145,460,2,2
1505,FWC3,25500000,0.00238465,460,0,2
1505,JLB,11000000,0.000962437,460,0,1.96
1505,JLB2c,3925000,0.001038713,460,0,2
1505,JLB3,14454000,0.002380192,460,0,2
1505,LKB,11700000,0,460,0,2
1505,LKB2,10508460,0,460,0,2
1505,LKB3,25500000,0.00E+00,460,0,2
1505,Tbon2,28600000,6.47E-04,460,0,2
1505,Tbon3,18200000,0.003071167,460,1,2
1623,ARD2c,1640000,0,460,0,2
1623,ARD3,9520000,0,460,0,2
1623,CJ,8920000,0.000333676,460,0,1.27
1623,CJ2,7730000,0.00048942,460,0,2
1623,CJ3,2720000,0.000706135,460,0,2
1623,FWC,6303128.794,0,460,0,2
1623,FWC2,610000,0.0000318,460,0,2
1623,FWC3,25500000,0.000526841,460,2,2
1623,JLB,11000000,0.0000849,460,0,1.96
1623,JLB2c,3925000,0.000140367,460,0,2
1623,JLB3,14454000,0.000435401,460,0,2
1623,LKB,11700000,0,460,0,2
1623,LKB2,10508460,0,460,0,2
1623,LKB3,25500000,0,460,0,2
1623,Tbon2,28600000,0.000224985,460,0,2
1623,Tbon3,18200000,0.000418796,460,1,2
3580,ARD2c,1640000,0,460,0,2
3580,ARD3,9520000,0,460,0,2
3580,CJ,8920000,0.0000556,460,0,1.27
3580,CJ2,7730000,0.0000288,460,0,2
3580,CJ3,2720000,0.000112982,460,1,2
3580,FWC,6303128.794,0,460,0,2
3580,FWC2,610000,3.82E-04,460,0,2
3580,FWC3,25500000,0.0000277,460,0,2
3580,JLB,11000000,0.000254763,460,0,1.96
3580,JLB2c,3925000,0,460,0,2
3580,JLB3,14454000,0.001103016,460,0,2
3580,LKB,11700000,0,460,0,2
3580,LKB2,10508460,0.00E+00,460,0,2
3580,LKB3,25500000,0.00E+00,460,0,2
3580,Tbon2,28600000,0.0000281,460,0,2
3580,Tbon3,18200000,2.79E-04,460,0,2
3581,ARD2c,1640000,0,460,0,2
3581,ARD3,9520000,0,460,0,2
3581,CJ,8920000,0.0000834,460,0,1.27
3581,CJ2,7730000,0.000143947,460,0,2
3581,CJ3,2720000,0.000621399,460,1,2
3581,FWC,6303128.794,0.00E+00,460,0,2
3581,FWC2,610000,0.000127255,460,0,2
3581,FWC3,25500000,0.0000832,460,0,2
3581,JLB,11000000,0.0000849,460,0,1.96
3581,JLB2c,3925000,0,460,0,2
3581,JLB3,14454000,0,460,0,2
3581,LKB,11700000,0.00E+00,460,0,2
3581,LKB2,10508460,0.00E+00,460,0,2
3581,LKB3,25500000,0,460,0,2
3581,Tbon2,28600000,0,460,0,2
3581,Tbon3,18200000,3.91E-04,460,0,2
5579,ARD2c,1640000,0,460,0,2
5579,ARD3,9520000,0,460,0,2
